"eng_size_l","fuelcomblit","co2_emit"
2.2,8.4,227
2.5,9.6,225
2.5,10.5,244
2,7.6,178
2,7.7,180
2.5,7.7,181
2.5,7.8,183
2.5,8.2,192
2,7.7,181
2,7.8,181
2.5,8,187
2.5,8.1,189
2.5,8.7,204
2.5,8,187
2.5,8.9,208
2,7.9,186
2,8.1,189
2,8.4,195
2,8.5,199
2,8.3,192
2,8.6,201
3,10.7,253
3,11.2,263
3,11.1,255
3,10.8,255
4,11.2,263
4,11.2,263
4,12,282
4,11.8,277
2,9.2,217
3,10.7,235
3,9.9,232
3,10.9,245
3,10.6,237
3,10.2,239
4,13.5,318
4,12.7,299
4,17,396
2,9.6,225
3,11.2,262
3,11.3,265
4,13.2,309
4,13.2,309
3,12.4,292
3,12.6,297
4.7,15.8,370
4.7,15.2,357
4.7,15.7,370
3,11.2,264
4,13.7,323
4,13.7,324
4,13.5,315
4,13.5,315
4,14,327
4,11.8,275
4,13.1,306
4,11.6,271
6,15.1,356
6,14.3,337
6,14.6,343
5.5,13,303
3,10.2,238
2,8.4,196
2,9.1,215
2,9.4,219
2,9.9,231
2,9.5,221
2,9.5,221
2,8.2,193
2,8.7,204
3,9.8,213
2,9.7,228
3,10.3,244
3,11.6,271
3,11,257
3,10.8,254
4,16.3,378
2,9,209
2,10,234
2,10,234
3,12.1,282
3,13.2,312
4.7,15.1,355
4,12.2,286
6,15.1,355
2,10.7,251
2,10.5,248
2,11.4,268
3,10.8,253
4,11.7,275
4,11.3,265
4,11.3,265
3,10.3,241
4.7,11.6,270
2,8.8,205
1.5,7.9,184
1.5,7.5,175
1.5,7.9,184
1.5,7.5,175
1.5,9,212
1.5,9.1,214
1.5,7.9,184
1.5,7.5,175
1.5,9.2,215
1.5,9.1,214
2,8.4,197
2,9,210
2,8.4,197
2,9,210
2,9.2,214
2,9.7,227
2,8.4,197
2,9,210
2,9.2,215
2,9.7,228
2,8.4,197
2,9,210
2,9.2,214
2,9.7,227
2,8.4,197
2,9.4,220
2,9.3,220
2,9.7,228
1.5,9.3,216
1.2,6.2,143
1.2,6.5,151
1.2,6.4,148
1.2,6.6,153
2.4,9.1,212
3,10.6,246
2,8.8,206
2,9.2,213
2.4,9.4,218
3.7,11.1,261
3.7,11.5,270
3.7,11.5,271
3.7,11.8,279
2.5,7.4,174
2,8.1,190
2.5,7.5,177
2.5,7.9,186
2.5,8.1,190
5.6,15.5,364
2.5,12.3,290
4,12.7,299
4,13.9,326
4,13.5,317
3.8,12.6,295
1.6,7.2,169
3.5,9.9,233
1.6,8,188
1.6,7.9,186
3.5,10.2,240
3.5,10.3,242
2,9.3,218
3.5,10.2,240
3.5,10.7,250
3.5,11,259
2,8,188
2,9.2,217
2,8.4,198
2.5,8.2,192
2.5,8.7,204
1.8,7.3,172
1.8,7.8,183
1.6,8.2,193
1.6,8.3,195
1.6,8.7,205
1.6,8.7,204
5.6,13.3,312
5.6,13.4,315
5.6,14.1,331
1.6,7,164
1.6,7.7,180
3,9.4,221
3,10.1,237
3,9.7,227
3,10.3,241
3,10.4,243
3,11.2,260
3,10.7,249
3,11,258
3,9.7,226
3,10.3,242
3,9.7,228
3,10.4,243
3,10.6,248
3,12.3,286
3,9.6,225
3,10.4,242
3,9.8,230
3,10.5,246
3,10.6,248
3,11,257
3,10.7,250
3,11.2,260
3,9.9,232
3,10.4,243
3,9.9,231
3,10.5,246
3.8,13.5,315
4,13.9,324
4,15.1,352
4,14.4,335
4,14.1,334
4,15.1,350
3,9.8,228
3,10.5,246
3,10.8,251
3,11.4,266
3,10,233
3,10.5,246
3.8,11.4,266
3.8,11.4,267
3.8,11.4,266
3.8,11.4,267
3.8,12.7,297
2,9.4,219
2,9.8,229
2.5,10.6,249
2.5,11,257
2.5,9.9,231
2.5,10.7,249
3,11.4,265
2.9,11.8,275
4,14.1,329
2,9.4,219
2,9.8,229
2.5,10.6,249
2.5,11,257
2.5,9.9,231
2.5,10.7,249
2,11.3,264
3,11.7,272
3,10.7,250
3,10.9,253
3,10.9,253
3,10.7,250
2.9,11.2,261
2.9,11.2,261
2.9,11.6,273
4,12.6,295
4,13.4,313
4,11.2,261
4,11.2,261
4,11.9,279
3.6,10.8,253
3.6,10.4,246
5.7,13.6,320
5.7,12.4,290
3.6,11.1,260
5.7,13.8,325
5.7,12.9,302
3,10.4,278
3.6,11.9,280
3.6,17,283
5.7,14.8,346
5.7,13.6,319
3,10.8,289
3.6,12.6,294
3.6,18,300
5.7,16.3,382
5.7,14,328
2.4,9.9,232
6.7,16.3,382
6.6,17,397
6.6,17,397
6.6,17,397
6.7,16.3,382
6.7,16.3,382
6.6,16.6,388
2.4,10.4,244
2,8.6,200
2,9.9,231
2,8.1,188
2,9.4,220
2.5,8.2,192
2,7.5,174
2,8.9,209
2,7.6,177
2,9,211
2.5,8.2,193
3.6,10.3,241
2.5,8.5,198
3.6,10.5,247
2,11.2,256
2,10,235
2.5,12.7,296
4,13.2,308
4,13.2,308
2,8.7,204
2,9.9,232
3.5,9.4,220
2.5,6.9,164
2.5,7.4,173
2.5,7.5,175
3.5,9,210
3.5,9.2,215
2.5,4.9,113
2.5,5.1,121
2,8.2,189
1.8,7.5,174
1.8,7.6,178
1.8,7.6,178
1.8,6.9,163
2,6.7,157
2,7.5,174
3.5,10.3,243
3.5,10.6,250
3.5,10.6,248
3.5,10.4,242
3.5,8.3,193
1.8,4.4,105
1.8,4.7,109
1.5,5.1,120
2.5,7.8,183
2.5,8.3,190
2.5,6,140
5.7,16.4,384
3.5,10.8,254
3.5,11.7,274
2.7,11.2,263
2.7,11.7,274
3.5,11.9,278
3.5,12.7,299
3.5,12.9,300
5.7,15.9,371
4.6,14.9,354
5.7,16.3,382
1.5,6.6,155
1.5,6.8,164
1.5,7.4,173
1.5,7.2,169
2,10.4,244
2,10.5,245
3.6,12.2,286
2,8.2,191
2,8.2,191
2,8.1,189
2,8.1,189
1.4,7.4,172
1.4,7.4,172
2,8.6,202
2,8.7,203
2,9.2,213
2,9.9,232
1.8,9.4,220
1.8,9.6,225
1.4,7.6,178
1.4,7.4,172
1.8,9.6,224
1.8,9.3,218
1.4,7,162
1.4,7,163
2,8.4,196
2,8.5,200
2,8.1,188
2,9.5,221
2,9.8,228
2,8.4,197
2,9.4,218
2,9.2,215
2,9.4,219
2,8.4,197
2,9.4,219
2,9.3,218
2,9.4,219
2,10,233
2,9,211
2,10,233
2,10.4,242
2,10,233
2,10.7,250
2.4,8.6,199
3.5,10.9,254
3.5,11,258
3,9,210
2,9.9,232
2,10.3,241
3.5,8.4,196
2.4,8.9,209
3.5,9.8,228
3.5,10.3,240
1.8,8.4,197
2,8.7,205
2,9.2,217
2.9,11.6,271
2,9.3,218
2,9.6,226
2.9,12.3,288
4,11.5,271
5.2,13.3,312
5.2,13.8,324
4,11.5,270
4,14.2,333
2,7.8,182
2,9.5,224
2,9.5,224
2,8.8,205
2,8.8,206
2,8.8,205
2,8.8,206
2,8.8,205
2,8.7,205
3,9.7,226
3,10.6,247
3,9.7,226
3,11.5,267
4,13.2,308
2,10.6,248
2,9.7,226
3,12.7,296
3,12.7,296
5.2,14.9,347
5.2,14.9,347
2.5,10.4,243
2,9.5,222
3,10.5,245
3,10.5,245
3,10.8,252
3,10.5,245
2.9,10.9,255
2.9,10.9,255
4,14.5,339
3,11.8,276
2,9.1,213
2,9.1,213
2.5,10.3,241
2,9.4,220
4,13.6,315
6,17.2,401
4,12.4,291
6,15.7,364
4,12.4,291
6,16,373
6,16,373
2,8.7,204
2,9.4,219
2,8.5,200
2,9.4,219
2,8.3,195
2,9.1,213
2,8.7,204
2,9.4,219
2,9.4,219
3,10.7,249
3,9.9,231
3,10,233
3,11,257
3,10,233
2,8.8,206
3,9.5,222
4.4,12.4,290
4.4,12.4,290
4.4,12.4,290
3,12.4,290
3,11.7,273
3,9.9,231
3,10.9,255
3,10,233
3,9.9,231
3,9.9,231
3,10.9,255
3,10.9,255
3,10,233
3,10,233
3,10,233
3,12.7,299
3,12.7,299
3,11.9,280
3,11.9,280
3,12.4,290
3,12.4,290
3,11.7,273
3,11.7,273
3,12.4,290
4.4,13.8,322
4.4,13.8,322
4.4,11.7,273
6.6,15.1,354
4.4,13.8,322
4.4,13.8,322
4.4,13.8,322
4.4,13.8,322
4.4,13.8,322
4.4,13.8,322
4.4,12.4,290
4.4,11.7,273
4.4,12.4,290
2,9.1,213
2,8.8,207
2,9,210
2,9.2,215
3,14.6,339
3,14.6,339
3,10.1,235
2,9.2,215
3,14.6,339
3,14.6,339
3,10.1,235
3,10.5,245
4.4,12.8,302
4.4,12.8,302
3,10.5,245
4.4,12.8,302
3,10.8,254
4.4,13.6,318
4.4,13.6,318
2,8.5,200
3,9.3,216
8,22.2,522
3.6,11.2,263
3.6,11.8,277
1.4,8.7,204
1.4,9.1,214
1.2,8.4,198
1.3,8.5,199
2,10.7,250
2.5,10,234
2,9,211
2,9.6,227
3.6,10.9,255
2,8.7,203
2.7,9.9,232
2,9.1,213
2.7,10.2,238
2.7,10,234
2.7,10.2,238
2,9,209
3,11,256
2,9.5,221
3,11.5,268
3,11.3,263
3,11.8,276
3.6,11,259
4.2,13.8,324
6.2,14.2,333
2,8.9,209
2,9.7,227
2,9.8,227
2,10.1,235
3.6,11.6,270
3.6,11.8,277
2,9.8,225
2.5,10.2,238
2,10.1,232
3.6,11.4,269
2,9.4,219
2,10.1,235
3.6,10.5,247
3.6,11.9,280
6.2,12.1,282
6.2,12.6,296
6.2,15.1,355
6.2,14.8,349
2.5,10.8,252
2.8,10.1,270
3.6,11.7,273
2.5,11.3,265
2.8,10.6,284
3.6,12.2,286
2.8,12.1,326
3.6,14.1,331
6.2,12.4,290
1.5,8.4,196
1.5,8.7,204
2,9.7,228
3.6,10.9,255
3.6,14.7,246
1.5,7.5,189
2,9.1,214
2.7,11.1,262
2.7,11.7,275
3,8.9,238
4.3,13.5,318
5.3,13.9,326
5.3,14.4,339
5.3,19.5,326
5.3,12.2,286
2.7,11.7,275
2.7,12,280
3,9.4,252
4.3,14.1,331
4.3,14.8,349
5.3,14.1,331
5.3,15,350
5.3,20.5,342
5.3,15.1,354
5.3,12.9,303
5.3,12.6,296
5.3,13.1,307
6.2,13.7,321
6.2,15.2,357
6.2,14.2,332
1.4,7.1,167
1.4,7.2,170
5.3,13.4,314
5.3,13.4,314
5.3,17.9,298
5.3,14.4,337
5.3,14.4,337
5.3,19.1,319
6.2,14.6,343
5.3,13.4,314
5.3,13.4,314
5.3,17.9,298
5.3,13.8,325
5.3,13.8,325
5.3,18.4,305
6.2,13.9,327
3.6,11.1,261
3.6,11.8,276
1.4,8.4,196
1.4,9.1,214
3.6,10.3,242
5.7,12.3,289
3.6,11,258
3.6,10.6,249
3.6,10.6,249
3.6,10.3,242
5.7,12.3,289
5.7,13.1,307
6.4,13,305
6.4,13.9,325
3.6,11,258
6.4,13,305
6.4,13.9,325
6.2,14.5,339
6.2,15.1,352
6.2,15.3,358
6.2,15.1,352
3.6,11.6,271
3.6,10.3,242
5.7,12.3,289
6.4,13,305
3.6,11,258
6.4,13,305
6.2,15.6,368
3.6,11.3,265
5.7,14.1,331
6.4,15.6,363
3.6,11.8,276
2.4,11.1,261
1.4,8,187
1.4,7.9,185
1.4,9.4,221
1.3,9.1,213
1,8.4,197
2,9.2,216
2,9.8,229
2,10,233
2,10,233
2.7,11,258
1.5,7.9,185
1.5,8.3,196
2,9.1,213
2.5,5.8,136
2.5,5.9,139
3.5,12.5,294
3.5,13.1,308
2.3,10.3,241
3,11.8,278
3.3,9.6,225
2.7,10.6,249
3,9.8,264
3,9.8,264
3.3,10.8,254
3.3,14.8,245
3.5,12.7,298
5,12.6,297
5,17.6,293
5,13,305
5,17.7,294
5,13.6,319
5,18,300
2.7,11.8,277
3,10.8,290
3,10,270
3.3,11.7,274
3.3,15.9,265
3.5,13,304
3.5,12.6,296
5,13.5,317
5,17.8,296
3.5,14.3,336
1.5,8.7,203
2,5.6,131
3.5,16.6,393
2.3,9.4,221
2.3,10.3,242
2.3,9.7,226
2.3,10.4,244
5,12.3,289
5,13.3,312
5,13.6,319
2.3,10.3,242
2.3,10.4,244
2.3,10.3,240
2.3,10.7,252
5,12.9,303
2.3,10.9,256
5.2,14.5,342
5.2,16.7,392
3.5,14.5,340
3.5,19.1,316
3.5,15,352
3.5,19.8,328
2,9.3,219
2,12.6,209
2,9.3,219
2.5,10.6,247
2,9.2,214
2,9.2,214
2,12.5,208
2.5,10.7,251
2,10.9,255
2,10.2,238
3.3,12,284
3.3,11.9,282
3.8,11.7,276
5,13.2,312
3.3,11.8,280
5,13.1,311
2,9.8,225
2.5,10.2,238
3.6,10.9,257
2,10.1,232
3.6,11.4,269
2.5,10.8,252
2.8,10.1,270
3.6,11.7,273
2.5,11.3,265
2.8,10.6,284
3.6,12.2,286
2.7,11.1,262
2.7,11.7,275
3,9.1,245
4.3,13.5,318
5.3,13.9,326
5.3,14.4,339
5.3,19.5,326
5.3,12.2,288
2.7,11.7,275
2.7,12,280
3,9.9,265
3,9.9,265
4.3,14.1,331
5.3,14.1,331
5.3,14.7,344
5.3,19.5,325
5.3,15.1,354
5.3,13,304
5.3,13.4,314
5.3,12.7,298
5.3,13.1,307
6.2,13.9,326
6.2,14.2,332
1.5,8.6,202
1.5,9,210
2,10.2,239
5.3,13.4,314
5.3,13.4,314
5.3,17.9,298
5.3,13.8,325
5.3,13.8,325
5.3,18.4,305
6.2,13.9,327
5.3,13.4,314
5.3,13.4,314
5.3,17.9,298
5.3,14.4,337
5.3,14.4,337
5.3,19.1,319
6.2,14.6,343
1.5,7.2,170
1.5,7.6,177
1.5,7.9,185
2,9.2,214
2,9.1,211
2,5,117
1.5,7.2,167
2,7.1,164
2,7.5,176
2,8.1,189
1.5,7.8,183
1.5,6.9,162
1.5,7.2,167
1.5,7.4,172
1.5,7.2,167
1.5,7.1,165
2,7.1,167
2,7.4,172
2,8,186
1.5,7.8,183
2,9.6,223
1.5,7.7,180
1.5,8.1,189
1.5,6.5,151
1.5,7,166
1.5,7.4,174
1.8,7.8,181
1.8,8.2,193
1.8,8.5,200
1.5,4.9,115
3.5,10.6,248
3.5,11.3,265
3.5,11.3,266
3.5,11,257
3.5,11.4,269
1.6,6.7,160
1.6,7,168
1.6,8.1,192
1.6,9,214
2,6.8,161
2,7.9,187
1.6,8.6,205
1.6,9.2,218
2,8.4,199
2,8.7,207
1.6,4.2,99
1.6,4.1,96
2,7.9,187
1.6,8.6,201
2,8.6,202
3.8,10.5,250
3.8,11.1,265
2.4,9.6,225
2,10.7,255
2.4,10.1,238
1.6,7.7,181
2.5,7.7,182
2,5,117
2,9.1,216
2,10.1,239
2.4,10.1,241
1.6,7.8,184
1.6,8.3,196
2,8.2,193
2,9.5,226
1.6,7.5,178
1.6,7.8,184
3,10.8,254
3,11.1,261
3,10.7,251
3,11,259
2,9.7,228
3.5,10.9,257
5.6,15.3,360
2,9.8,231
2,10.1,236
2,9.9,227
2,9.9,232
3,11.8,277
5,12.9,303
2,9.2,215
3,10.4,242
3,10.8,253
3,11.3,265
5,12.7,299
5,12.7,299
2,9.2,215
3,10.4,242
3,10.8,253
3,11.3,265
5,12.7,299
5,12.7,299
2,8.5,200
2,9.4,220
2,8.8,207
2,9.2,217
3,10.4,243
2,9.1,214
2.4,9.3,219
3.2,10.2,240
2,9.8,229
2.4,9.8,230
3.2,10.6,249
2,10.2,240
3.2,11.1,259
2,10.6,249
3.2,11.6,269
2.4,9.3,218
2.4,9,211
2.4,9.5,222
2.4,9.4,221
3.6,12.3,290
3.6,12.6,296
3.6,11.3,265
5.7,14.1,331
6.2,17.7,413
6.4,15.7,368
1.3,8.7,204
2.4,9.5,222
1.3,9.2,216
1.3,9.9,230
2.4,9.8,230
2,10.3,241
3.6,11.8,274
3.6,11,259
3.6,11.8,277
2,11.2,263
2,10.9,257
3,9.5,255
3.6,11.9,280
3.6,11.8,276
3.6,12.2,285
1.6,7.8,184
2,7,165
2,7.6,180
1.6,8,190
2,7.1,169
1.6,4.8,114
1.6,4.7,110
1.6,5.4,129
2.4,8.4,199
2,5.6,132
1.6,6.6,151
1.6,7,167
3.3,11.5,271
2.4,10.2,242
3.3,11.1,261
2,7.9,188
2,8.7,206
2.4,9,214
2,11,261
2.4,10,239
3.3,11.8,279
3.8,11.2,264
6.5,21.4,485
6.5,21.7,493
5.2,15.7,370
5.2,15.7,370
5.2,15.7,370
5.2,15.7,370
4,16.9,384
3,13.3,311
3,10.4,279
2,11.3,266
2,11.1,262
3,11,258
3,9.6,256
5,12.9,305
5,13,305
5,15.1,354
5,15.5,365
3,11.3,264
3,9.6,256
5,12.6,294
5,14.3,336
2,10.4,245
2,10.3,242
2,10.2,238
2,10.6,248
3,11.6,273
3,11.6,273
5,13.5,318
2.5,5.3,124
3.5,9.1,213
3.5,9.4,219
3.5,10.9,254
5,12.5,293
4.6,14.5,337
2,9.5,220
3.5,10.9,254
3.5,10.9,254
5,12.6,294
3.5,8.1,189
3.4,11.1,262
3.5,9.1,214
5.7,16.9,395
2,9.7,226
2,9.9,232
2.5,7.5,176
3.5,11.2,262
3.5,11.2,262
5,12.2,285
3.5,10.8,252
3.5,11.1,268
3.5,7.9,185
3.5,8.1,190
2,7.2,168
2,6,140
3,11.9,280
2.7,12,281
3,12.3,289
3.7,12.2,287
2,9.8,229
2.3,9.8,230
2,10.4,245
2,5.6,131
2,10.7,250
2.7,11,258
3.5,13.4,315
3,12.2,286
3,12.2,286
3,12.6,295
3,13.7,324
3,13.7,324
3.8,15.3,360
3.8,15.3,360
3,12.2,286
3,12.8,301
3.8,13.7,321
2,7.7,179
2,8,186
2,8.1,189
2,8.1,189
2.5,8.3,194
2,8.6,202
2.5,8.9,208
2.5,8.6,200
2.5,8.8,206
2.5,8.5,201
2.5,9.3,217
2.5,9,208
2.5,9.8,230
2.5,10.5,244
2,7.6,178
2,7.7,180
2.5,7.7,181
2.5,7.8,183
2.5,8.2,192
2,7.7,181
2,7.8,181
2.5,8,187
2.5,8.1,189
2.5,8.7,204
2.5,8,188
2.5,8.9,208
2,7.9,186
2,8.1,189
3,10.7,253
3,11.2,263
3,11.1,255
3,10.8,255
4,11.2,263
4,11.2,263
4,12,282
4,11.8,277
3,10.7,235
3,9.9,232
3,10.9,245
3,10.6,237
4,13.5,318
4,12.7,299
4,17,396
4,13.2,309
4,13.2,309
4,14,327
4,11.8,275
4,13.1,306
4,11.6,271
6,15.1,356
2,9.4,219
2,9.9,231
2,9.5,221
2,9.5,221
3,9.8,213
3,11.6,271
3,11,257
4,16.3,378
4,12.2,286
6,15.1,355
3,10.8,253
4,11.3,265
4,11.3,265
4.7,11.6,270
2,8.8,205
1.5,7.5,174
1.5,7.5,174
1.5,8.5,197
1.5,7.5,174
1.5,8.6,200
2,7.9,184
2,7.9,184
2,8.9,207
2,8.1,191
2,9.1,212
2,8.1,190
2,9,210
2,8.3,194
2,9,210
1.5,9.3,216
1.2,6.2,143
1.2,6.5,151
2.4,9.1,212
3,10.6,246
2,8.8,206
2,9.2,213
2.4,9.4,218
3.7,11.1,261
3.7,11.5,270
3.7,11.5,271
3.7,11.8,279
2.5,7.9,186
2.5,8.1,190
5.6,15.4,362
3.8,11.6,273
3.8,12.2,287
3.8,12.8,300
1.6,7.2,169
3.5,9.9,233
3.5,10.2,240
3.5,10.3,242
2,9.3,218
2,8.2,192
2,9.2,217
2,8.4,198
3.5,10.2,240
3.5,10.7,251
3.5,11,257
2.5,8.2,192
2.5,8.7,204
2,7.1,167
2,7.3,171
2,8,188
5.6,13.3,313
5.6,13.3,313
1.6,6.7,158
1.6,7.7,181
3,11.5,271
3,11.6,272
3,11.8,277
3,11.8,277
3,11.5,269
2.9,11.9,278
4,14.1,329
2,11.3,264
3,11.7,272
3,10.7,250
3,10.9,253
3,10.9,253
3,10.7,250
2.9,11.2,261
2.9,11.2,261
2.9,11.6,273
4,12.6,295
4,13.4,313
4,11.2,261
4,11.2,261
4,11.9,279
3,9,243
3.6,10.8,253
3.6,10.4,245
5.7,13.6,320
5.7,12.4,290
3,9.7,260
3.6,11.1,260
5.7,13.8,325
5.7,12.8,299
3.6,11.9,280
5.7,13.6,319
3.6,12.6,294
5.7,14.1,330
2.4,9.9,232
6.7,16.5,386
6.7,16.5,386
6.6,17.1,400
6.6,17.1,400
6.6,17.1,400
6.7,16.3,382
6.7,16.3,382
6.6,16.5,387
2.4,10.4,244
2,8.6,200
2,9.9,231
2,10.2,239
2,7.9,185
2,9.4,220
2.5,8.2,192
2,7.5,174
2,9,210
2,7.6,178
2,9,211
2.4,8.7,205
2.5,7.9,185
2.4,9.1,213
2.5,8.2,192
2,11.5,263
2,10.1,236
2.5,12.7,297
4,13.8,321
4,13.8,321
2,8.7,204
2,9.9,232
3.5,9.4,220
2,8.2,189
2.5,6.9,164
2.5,7.4,173
2.5,7.6,177
3.5,9,210
3.5,9.2,215
3.5,9.4,220
2.5,8.2,190
2.5,8.4,197
2.5,4.9,113
2.5,5.1,121
1.8,7.1,165
1.8,7.3,170
1.8,7.1,165
2,6.7,158
2,7,164
2,7.4,173
2,6.7,158
2,7.5,174
1.8,4.5,106
3,8.9,208
3.5,10.3,240
3.5,10.3,240
2.5,6.7,158
2.5,6.7,156
1.8,4.5,106
1.8,4.7,109
1.5,5.1,120
2.5,7.9,184
2.5,8.2,194
2.5,8.6,200
2.5,6,139
5.7,16.4,385
3.5,11,259
3.5,11.7,274
2.7,11.2,263
2.7,11.7,274
3.5,11.9,278
3.5,12.7,299
3.5,12.9,300
5.7,15.9,371
5.7,16.3,381
1.5,6.6,155
1.5,6.9,165
2,10,234
2,11.7,273
1.4,7.4,174
1.4,7.6,177
2,8.7,203
2,8.7,203
1.4,7,162
1.4,7,163
2,8.4,196
2,8.5,198
2,8.7,205
2,9.4,221
2,10.2,241
2,8.9,208
2,9.4,219
2,9.6,223
2,8.9,208
2,9.4,219
2,9.4,220
2,9,210
2,9.4,219
2,9.9,232
2,10.3,240
2,9.9,232
2,10.7,248
